Bus Type,Bus,Voltage (V)
Residential,R01,235.28932226662025
Residential,R01,235.2893222665646
Residential,R01,235.28932226666967
Residential,R01,235.28932226668158
Residential,R01,235.2893222666094
Residential,R01,235.28932226659333
Residential,R01,235.2893222666718
Residential,R01,235.28932226663662
Residential,R01,235.28932226662235
Residential,R01,235.2893222666685
Residential,R01,235.28932226667055
Residential,R01,235.28932226661115
Residential,R01,235.28932226670258
Residential,R01,235.28932226667595
Residential,R01,235.28932226660845
Residential,R01,235.28932226666598
Residential,R01,235.28932226660143
Residential,R01,235.28932226665776
Residential,R01,235.2893222666511
Residential,R01,235.28932226655354
Residential,R01,235.28932226654547
Residential,R01,235.2893222666793
Residential,R01,235.0540837898374
Residential,R01,235.05408378979936
Residential,R01,235.0540837898463
Residential,R01,235.05408378980263
Residential,R01,235.05408378986226
Residential,R01,235.24103212407783
Residential,R01,235.24103212406453
Residential,R01,235.24103212408212
Residential,R01,235.24103212402304
Residential,R01,235.2410321241637
Residential,R01,235.46713142330532
Residential,R01,235.4671314234089
Residential,R01,235.46713142339357
Residential,R01,235.46713142341963
Residential,R01,235.46713142332777
Residential,R01,235.65179700341127
Residential,R01,235.65179700337475
Residential,R01,235.65179700338524
Residential,R01,235.65179700351086
Residential,R01,235.65179700338146
Residential,R01,235.65153416773146
Residential,R01,235.6515341676664
Residential,R01,235.6515341676696
Residential,R01,235.65153416762004
Residential,R01,235.65153416763283
Residential,R01,235.86669240356102
Residential,R01,235.86669240352572
Residential,R01,235.86669240360777
Residential,R01,235.8666924036319
Residential,R01,235.8666924035819
Residential,R01,235.64974240559033
Residential,R01,235.6497424056225
Residential,R01,235.64974240552797
Residential,R01,235.64974240558743
Residential,R01,235.64974240565525
Residential,R01,236.46334181688812
Residential,R01,236.4633418168013
Residential,R01,236.46334181682462
Residential,R01,236.46334181690705
Residential,R01,236.46334181680854
Residential,R01,236.6563569350017
Residential,R01,236.65635693503845
Residential,R01,236.6563569349244
Residential,R01,236.65635693502807
Residential,R01,236.65635693500957
Residential,R01,236.4735594516056
Residential,R01,236.47355945153356
Residential,R01,236.4735594515327
Residential,R01,236.47355945164233
Residential,R01,236.4735594515466
Residential,R01,236.45726889442656
Residential,R01,236.45726889450177
Residential,R01,236.45726889441667
Residential,R01,236.45726889448687
Residential,R01,236.45726889446007
Residential,R01,236.45719432803145
Residential,R01,236.45719432793234
Residential,R01,236.45719432798438
Residential,R01,236.4571943280192
Residential,R01,236.4571943278913
Residential,R01,236.04724112836197
Residential,R01,236.0472411283169
Residential,R01,236.04724112832622
Residential,R01,236.0472411282992
Residential,R01,236.0472411282377
Residential,R01,235.64905819984003
Residential,R01,235.64905819979975
Residential,R01,235.64905819979361
Residential,R01,235.64905819992302
Residential,R01,235.64905819979543
Residential,R01,235.64994345789708
Residential,R01,235.6499434579381
Residential,R01,235.64994345782586
Residential,R01,235.64994345780147
Residential,R01,235.64994345783592
Residential,R01,236.03305982597365
Residential,R01,236.0330598260625
Residential,R01,236.0330598259853
Residential,R01,236.0330598260452
Residential,R01,236.03305982615134
Residential,R01,236.03107301729625
Residential,R01,236.0310730172768
Residential,R01,236.03107301719862
Residential,R01,236.03107301731885
Residential,R01,236.0310730172768
Residential,R01,234.4927120902043
Residential,R01,234.49271209015623
Residential,R01,234.49271209018164
Residential,R01,234.4927120901973
Residential,R01,234.49271209007566
Residential,R01,232.31642969657392
Residential,R01,232.3164296966372
Residential,R01,232.31642969665072
Residential,R01,232.31642969651105
Residential,R01,232.3164296966085
Residential,R01,229.0963509378113
Residential,R01,229.0963509377554
Residential,R01,229.09635093777197
Residential,R01,229.09635093777175
Residential,R01,229.09635093783425
Residential,R01,230.00072944902578
Residential,R01,230.00072944899463
Residential,R01,230.00072944898992
Residential,R01,230.00072944890525
Residential,R01,230.00072944897727
Residential,R01,231.36504426923295
Residential,R01,231.36504426919447
Residential,R01,231.36504426913464
Residential,R01,231.3650442692824
Residential,R01,231.36504426923628
Residential,R01,233.15405258443798
Residential,R01,233.15405258428643
Residential,R01,233.1540525842774
Residential,R01,233.15405258431247
Residential,R01,233.15405258428854
Residential,R01,235.28932226661303
Residential,R01,235.28932226671344
Residential,R01,235.28932226670702
Residential,R01,235.28932226663093
Residential,R01,235.28932226662408
Residential,R01,235.28932226659916
Residential,R01,235.2893222667198
Residential,R01,235.28932226658281
Residential,R01,235.2893222665711
Residential,R01,235.28932226670443
Residential,R01,235.2893222666711
Residential,R01,235.28932226665853
Residential,R01,235.28932226666356
Residential,R01,235.28932226666527
Residential,R01,235.28932226662246
Residential,R01,235.28932226656136
Residential,R01,235.28932226666865
Residential,R01,235.2893222666498
Residential,R01,235.28932226663196
Residential,R01,235.28932226659248
Residential,R02,234.19799996595586
Residential,R02,234.19799996590118
Residential,R02,234.19799996600491
Residential,R02,234.19799996601688
Residential,R02,234.19799996594523
Residential,R02,234.197999965929
Residential,R02,234.19799996600716
Residential,R02,234.19799996597246
Residential,R02,234.19799996595694
Residential,R02,234.19799996600415
Residential,R02,234.19799996600582
Residential,R02,234.19799996594682
Residential,R02,234.19799996603717
Residential,R02,234.19799996601137
Residential,R02,234.19799996594446
Residential,R02,234.19799996600128
Residential,R02,234.1979999659369
Residential,R02,234.1979999659929
Residential,R02,234.19799996598658
Residential,R02,234.19799996588915
Residential,R02,234.19799996588148
Residential,R02,234.19799996601483
Residential,R02,233.90973553764846
Residential,R02,233.90973553761071
Residential,R02,233.90973553765713
Residential,R02,233.90973553761495
Residential,R02,233.90973553767336
Residential,R02,234.13877278502497
Residential,R02,234.13877278501062
Residential,R02,234.13877278503023
Residential,R02,234.13877278497017
Residential,R02,234.13877278511129
Residential,R02,234.41577493773417
Residential,R02,234.41577493783763
Residential,R02,234.41577493782194
Residential,R02,234.41577493784777
Residential,R02,234.41577493775588
Residential,R02,234.64198375314314
Residential,R02,234.64198375310647
Residential,R02,234.6419837531174
Residential,R02,234.64198375324222
Residential,R02,234.64198375311312
Residential,R02,234.6417196835664
Residential,R02,234.6417196835017
Residential,R02,234.64171968350487
Residential,R02,234.6417196834556
Residential,R02,234.64171968346844
Residential,R02,234.90533985032775
Residential,R02,234.90533985029168
Residential,R02,234.90533985037362
Residential,R02,234.90533985039863
Residential,R02,234.90533985034875
Residential,R02,234.63991950981497
Residential,R02,234.63991950984735
Residential,R02,234.6399195097523
