Bus Type,Bus,Voltage (V)
Residential,R01,236.64628059766096
Residential,R01,236.64628059760628
Residential,R01,236.6462805977693
Residential,R01,236.64628059765886
Residential,R01,236.64628059771772
Residential,R01,236.64628059774887
Residential,R01,236.64628059761415
Residential,R01,236.64628059773761
Residential,R01,236.64628059776223
Residential,R01,236.64628059775433
Residential,R01,236.64628059772954
Residential,R01,236.64628059777058
Residential,R01,236.64628059781663
Residential,R01,236.64628059777525
Residential,R01,236.64628059771013
Residential,R01,236.6462805977607
Residential,R01,236.64628059771582
Residential,R01,236.64628059776993
Residential,R01,236.64628059773526
Residential,R01,236.64628059788623
Residential,R01,236.64628059777232
Residential,R01,236.64628059772005
Residential,R01,236.64628059777175
Residential,R01,236.64628059768287
Residential,R01,236.64628059778192
Residential,R01,236.64628059770925
Residential,R01,236.6462805977352
Residential,R01,236.4912462697219
Residential,R01,236.4912462697012
Residential,R01,236.49124626984053
Residential,R01,236.49124626971627
Residential,R01,236.49124626974765
Residential,R01,236.61479572324382
Residential,R01,236.61479572336773
Residential,R01,236.61479572328375
Residential,R01,236.61479572329287
Residential,R01,236.61479572328298
Residential,R01,236.76415873183277
Residential,R01,236.76415873183393
Residential,R01,236.76415873195293
Residential,R01,236.76415873195972
Residential,R01,236.76415873192317
Residential,R01,236.88648661253328
Residential,R01,236.88648661260055
Residential,R01,236.88648661236658
Residential,R01,236.8864866124824
Residential,R01,236.88648661247268
Residential,R01,236.88593430035874
Residential,R01,236.88593430029823
Residential,R01,236.88593430036116
Residential,R01,236.88593430047518
Residential,R01,236.88593430038532
Residential,R01,237.02868437978236
Residential,R01,237.0286843797867
Residential,R01,237.02868437974564
Residential,R01,237.02868437988016
Residential,R01,237.0286843798361
Residential,R01,236.88209804539184
Residential,R01,236.88209804545227
Residential,R01,236.88209804537064
Residential,R01,236.8820980454017
Residential,R01,236.88209804538505
Residential,R01,237.42247746682625
Residential,R01,237.42247746674065
Residential,R01,237.42247746671626
Residential,R01,237.42247746673792
Residential,R01,237.4224774667536
Residential,R01,237.54896655674068
Residential,R01,237.54896655671556
Residential,R01,237.54896655673963
Residential,R01,237.5489665567994
Residential,R01,237.5489665566111
Residential,R01,237.4192333284351
Residential,R01,237.41923332851655
Residential,R01,237.41923332842552
Residential,R01,237.41923332849905
Residential,R01,237.41923332846434
Residential,R01,237.40717265888512
Residential,R01,237.40717265882589
Residential,R01,237.4071726588591
Residential,R01,237.4071726589134
Residential,R01,237.40717265884513
Residential,R01,237.4058029175145
Residential,R01,237.40580291758863
Residential,R01,237.40580291755631
Residential,R01,237.40580291758877
Residential,R01,237.405802917552
Residential,R01,237.1304410336775
Residential,R01,237.130441033752
Residential,R01,237.13044103370572
Residential,R01,237.13044103379275
Residential,R01,237.13044103367758
Residential,R01,236.8650353052235
Residential,R01,236.86503530522458
Residential,R01,236.86503530514412
Residential,R01,236.86503530517234
Residential,R01,236.86503530515807
Residential,R01,236.86681101161275
Residential,R01,236.86681101164177
Residential,R01,236.86681101155554
Residential,R01,236.86681101161457
Residential,R01,236.86681101163748
Residential,R01,237.12262288275298
Residential,R01,237.1226228828328
Residential,R01,237.12262288267402
Residential,R01,237.1226228828508
Residential,R01,237.1226228826144
Residential,R01,237.11510734731675
Residential,R01,237.1151073472131
Residential,R01,237.11510734738832
Residential,R01,237.11510734734517
Residential,R01,237.11510734732377
Residential,R01,236.09541265888657
Residential,R01,236.09541265885338
Residential,R01,236.09541265889294
Residential,R01,236.09541265889527
Residential,R01,236.09541265895024
Residential,R01,234.701009910557
Residential,R01,234.70100991061378
Residential,R01,234.7010099104275
Residential,R01,234.70100991053263
Residential,R01,234.70100991049307
Residential,R01,232.7275849443767
Residential,R01,232.72758494441334
Residential,R01,232.72758494430622
Residential,R01,232.72758494434945
Residential,R01,232.7275849443912
Residential,R01,233.27844127886726
Residential,R01,233.27844127885578
Residential,R01,233.27844127888736
Residential,R01,233.2784412788509
Residential,R01,233.2784412788891
Residential,R01,234.1267360326117
Residential,R01,234.1267360326595
Residential,R01,234.12673603253234
Residential,R01,234.12673603265665
Residential,R01,234.12673603272992
Residential,R01,235.25726729405625
Residential,R01,235.2572672940612
Residential,R01,235.25726729405537
Residential,R01,235.2572672940208
Residential,R01,235.25726729409203
Residential,R01,236.64628059776436
Residential,R01,236.64628059773557
Residential,R01,236.64628059780568
Residential,R01,236.64628059776672
Residential,R01,236.6462805977262
Residential,R01,236.64628059774037
Residential,R01,236.64628059779213
Residential,R01,236.64628059771135
Residential,R01,236.64628059766017
Residential,R01,236.64628059775572
Residential,R01,236.64628059777655
Residential,R01,236.64628059772608
