Bus Type,Bus,Voltage (V)
Residential,R01,235.2904314651233
Residential,R01,235.29043146515747
Residential,R01,235.29043146519726
Residential,R01,235.29043146521397
Residential,R01,235.29043146520726
Residential,R01,235.29043146517668
Residential,R01,235.29043146525223
Residential,R01,235.29043146519209
Residential,R01,235.29043146509136
Residential,R01,235.2904314651927
Residential,R01,235.29043146523495
Residential,R01,235.29043146515846
Residential,R01,235.29043146517773
Residential,R01,235.2904314650844
Residential,R01,235.2904314652633
Residential,R01,235.29043146528753
Residential,R01,235.29043146522693
Residential,R01,235.2904314651633
Residential,R01,235.2904314652687
Residential,R01,235.29043146511154
Residential,R01,235.29043146518578
Residential,R01,235.29043146524364
Residential,R01,235.29043146512544
Residential,R01,235.290431465163
Residential,R01,235.2904314651732
Residential,R01,235.29043146515875
Residential,R01,235.29043146521124
Residential,R01,235.05520854305874
Residential,R01,235.05520854304353
Residential,R01,235.05520854297245
Residential,R01,235.05520854296861
Residential,R01,235.05520854303865
Residential,R01,235.24209337657345
Residential,R01,235.24209337650217
Residential,R01,235.2420933765467
Residential,R01,235.242093376558
Residential,R01,235.2420933765658
Residential,R01,235.46814018146884
Residential,R01,235.4681401814783
Residential,R01,235.46814018146776
Residential,R01,235.46814018147387
Residential,R01,235.46814018138397
Residential,R01,235.65276158459147
Residential,R01,235.652761584512
Residential,R01,235.65276158468478
Residential,R01,235.65276158467753
Residential,R01,235.65276158469393
Residential,R01,235.65255151525145
Residential,R01,235.6525515152248
Residential,R01,235.6525515152253
Residential,R01,235.6525515151515
Residential,R01,235.6525515152886
Residential,R01,235.86776370757914
Residential,R01,235.86776370753103
Residential,R01,235.86776370749322
Residential,R01,235.86776370759017
Residential,R01,235.86776370745153
Residential,R01,235.65113475750806
Residential,R01,235.65113475750675
Residential,R01,235.65113475749595
Residential,R01,235.65113475746787
Residential,R01,235.65113475753208
Residential,R01,236.46499990927427
Residential,R01,236.46499990926316
Residential,R01,236.46499990919622
Residential,R01,236.46499990927262
Residential,R01,236.464999909249
Residential,R01,236.65849213933978
Residential,R01,236.65849213927427
Residential,R01,236.65849213929116
Residential,R01,236.65849213922382
Residential,R01,236.658492139327
Residential,R01,236.47638502759838
Residential,R01,236.4763850276759
Residential,R01,236.47638502769587
Residential,R01,236.47638502773873
Residential,R01,236.47638502769948
Residential,R01,236.460244849329
Residential,R01,236.46024484926048
Residential,R01,236.46024484941202
Residential,R01,236.46024484930274
Residential,R01,236.46024484926457
Residential,R01,236.4600978608493
Residential,R01,236.46009786092435
Residential,R01,236.46009786087353
Residential,R01,236.46009786091375
Residential,R01,236.46009786087905
Residential,R01,236.0503703809436
Residential,R01,236.05037038094414
Residential,R01,236.0503703809256
Residential,R01,236.0503703809674
Residential,R01,236.0503703808578
Residential,R01,235.65231340430913
Residential,R01,235.6523134043186
Residential,R01,235.65231340426487
Residential,R01,235.65231340436225
Residential,R01,235.652313404205
Residential,R01,235.65296024214672
Residential,R01,235.65296024211403
Residential,R01,235.65296024209675
Residential,R01,235.65296024226774
Residential,R01,235.65296024215326
Residential,R01,236.035714254314
Residential,R01,236.0357142542146
Residential,R01,236.0357142542329
Residential,R01,236.0357142541175
Residential,R01,236.03571425416965
Residential,R01,236.03396206261894
Residential,R01,236.0339620625937
Residential,R01,236.03396206263164
Residential,R01,236.0339620626657
Residential,R01,236.0339620626266
Residential,R01,234.49599293422224
Residential,R01,234.49599293417774
Residential,R01,234.49599293419706
Residential,R01,234.49599293421488
Residential,R01,234.49599293423228
Residential,R01,232.31981085515474
Residential,R01,232.31981085505387
Residential,R01,232.31981085510466
Residential,R01,232.31981085515565
Residential,R01,232.31981085509642
Residential,R01,229.10011004837366
Residential,R01,229.10011004842636
Residential,R01,229.10011004831046
Residential,R01,229.10011004841286
Residential,R01,229.10011004836673
Residential,R01,230.00367500965513
Residential,R01,230.00367500956125
